"id","course_id","file_name_value","status","added_date","modified_date"
"169","31","-How-to-restrict-imports-of-products-which-violate-IP-rights-1573592366.pdf","A","2019-11-13 00:00:00",NULL
"180","32","-How-to-Draft-Terms-of-Use-and-Terms-of-Service-1573635585.pdf","A","2019-11-13 00:00:00",NULL
"181","32","-Data-Protection-and-Privacy-on-The-Internet-Under-Indian-Law-1573635585.pdf","A","2019-11-13 00:00:00",NULL
"182","32","-Limitations-and-Workarounds-to-Online-Contracts-Digital-signatures-stamping-and-Aadhaar-based-authentication-1573635585.pdf","A","2019-11-13 00:00:00",NULL
"183","32","-Bitcoin-and-Cryptocurrencies-1573635585.pdf","A","2019-11-13 00:00:00",NULL
"184","32","-Online-Banking-Frauds-in-India-1573635585.pdf","A","2019-11-13 00:00:00",NULL
"185","33","-Introduction-to-Trademark-Law-1573639273.pdf","A","2019-11-13 00:00:00",NULL
"186","33","-How-and-Why-to-Create-A-Trademark-Strategy-From-Early-On-1573639273.pdf","A","2019-11-13 00:00:00",NULL
"187","33","-Case-Study-Taj-Hotel-Building-Trademark-1573639273.pdf","A","2019-11-13 00:00:00",NULL
"188","34","-How-Should-Startups-Implement-Corporate-Governance-Mechanisms-1573669022.pdf","A","2019-11-13 00:00:00",NULL
"189","34","-Independent-Directors-1573669022.pdf","A","2019-11-13 00:00:00",NULL
"190","34","-Outsiders-Guide-To-Deal-With-A-Company-1573669022.pdf","A","2019-11-13 00:00:00",NULL
"191","34","-Related-party-transactions-under-Companies-Act-2013-1573669022.pdf","A","2019-11-13 00:00:00",NULL
"192","35","Sample-Application-for-Approval-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"193","35","-Business-structures-and-sectors-in-which-FDI-is-permitted-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"194","35","-Methods-of-capital-contribution-by-foreign-investors-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"195","35","-FDI-in-corporate-groups-and-calculation-of-FDI-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"196","35","-Repatriation-of-income-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"197","35","-Pricing-documentation,-filing-and-other-compliance-requirements-1573671272.pdf","A","2019-11-14 00:00:00",NULL
"198","36","-Introduction-to-FCRA-1573673103.pdf","A","2019-11-14 00:00:00",NULL
"199","36","-Utilisation-of-funds-1573673103.pdf","A","2019-11-14 00:00:00",NULL
"200","36","-Cancellation-of-Registration-1573673103.pdf","A","2019-11-14 00:00:00",NULL
"201","36","-FCRA-Penalty-and-Compounding-1573673103.pdf","A","2019-11-14 00:00:00",NULL
"202","37","-How-Does-Competition-Law-Influence-Business-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"203","37","-Anti-Competitive-Agreements-An-Overview-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"204","37","-Defenses-to-an-abuse-of-dominance-proceeding-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"205","37","-Anti-Competitive-Agreements-Inquiry-and-Procedure-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"206","37","-Technology-Transfer-Agreements-and-Competition-Law-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"207","37","-Unique-features-competition-laws-of-China-1573676459.pdf","A","2019-11-14 00:00:00",NULL
"208","38","-Gambling-Laws-and-how-to-start-a-gambling-business-in-India-1573679123.pdf","A","2019-11-14 00:00:00",NULL
"209","38","-Table-on-gambling-in-India-1573679123.pdf","A","2019-11-14 00:00:00",NULL
"210","39","-Negotiation,-mediation-and-conciliation-clauses-and-processes-in-India-1573745183.pdf","A","2019-11-14 00:00:00",NULL
"211","39","-Statement-of-Claims-and-Statement-of-defense-1573745183.pdf","A","2019-11-14 00:00:00",NULL
"212","39","-Initiation-of-Arbitration-Proceedings-1573745183.pdf","A","2019-11-14 00:00:00",NULL
"213","39","-Stages-in-an-institutional-arbitration-proceeding-1573745183.pdf","A","2019-11-14 00:00:00",NULL
"214","39","-Fast-Track-and-Appellate-Arbitration-1573745183.pdf","A","2019-11-14 00:00:00",NULL
"215","40","-Introduction-to-patents-1573758575.pdf","A","2019-11-15 00:00:00",NULL
"216","40","-Copyright-issues-in-cyberspace-1573758575.pdf","A","2019-11-15 00:00:00",NULL
"217","40","-How-and-Why-to-Create-A-Trademark-Strategy-From-Early-On-1573758575.pdf","A","2019-11-15 00:00:00",NULL
"218","40","-Introduction-to-Intellectual-Property-1573758575.pdf","A","2019-11-15 00:00:00",NULL
"219","41","-What-is-Supply-in-GST-1573759777.pdf","A","2019-11-15 00:00:00",NULL
"220","41","-Failure-to-Register,-Rejection-and-cancellation-of-registration-1573759777.pdf","A","2019-11-15 00:00:00",NULL
"221","41","-Input-tax-credit-Advanced-concepts-1573759777.pdf","A","2019-11-15 00:00:00",NULL
"222","41","-Composition-scheme-in-GST-1573759777.pdf","A","2019-11-15 00:00:00",NULL
"223","41","-Impact-of-GST-on-imports-and-exports-of-goods-and-services-1573759777.pdf","A","2019-11-15 00:00:00",NULL
"224","42","-Introduction-to-Government-Procurement-1573765614.pdf","A","2019-11-15 00:00:00",NULL
"225","42","-Common-types-of-contracts-with-the-government-1573765614.pdf","A","2019-11-15 00:00:00",NULL
"226","42","-Key-terms-in-a-tender-document-1573765614.pdf","A","2019-11-15 00:00:00",NULL
"227","42","-Anti-Corruption-and-Whistleblowing-1573765614.pdf","A","2019-11-15 00:00:00",NULL
"229","61","Civil-consequences-for-legal-violations-1574349729.pdf","A","2019-11-21 00:00:00",NULL
"230","61","How-to-settle-without-court-intervention-1574349729.pdf","A","2019-11-21 00:00:00",NULL
"231","61","Stages-in-civil-suits-from-plaint-to-decree-1574349729.pdf","A","2019-11-21 00:00:00",NULL
"232","61","What-is-a-valid-contract-1574349729.pdf","A","2019-11-21 00:00:00",NULL
"233","61","Where-to-find-laws-legal-records-or-filings-1574349729.pdf","A","2019-11-21 00:00:00",NULL
"239","67","-How-to-read-really-fast-while-writing-an-exam-1575967969.pdf","A","2019-12-10 00:00:00",NULL
"240","67","-How-to-answer-legal-reasoning-questions-with-one-principle-1575967969.pdf","A","2019-12-10 00:00:00",NULL
"241","67","-Tort-Law-Part-1-1575967969.pdf","A","2019-12-10 00:00:00",NULL
"242","67","-Contract-Part-1-1575967969.pdf","A","2019-12-10 00:00:00",NULL
"243","67","-THE-CONCEPT-OF-A-CRIME-Part-1-1575967969.pdf","A","2019-12-10 00:00:00",NULL
"244","69","Report-and-Analysis-on-Types-of-Questions-in-AIBE-1575976919.pdf","A","2019-12-10 00:00:00",NULL
"245","69","Two-past-years-question-papers-1575976919.pdf","A","2019-12-10 00:00:00",NULL
"301","26","How to draft a legal notice in a consumer case-1581491684.pdf","A","2020-02-12 00:00:00",NULL
"302","26","How to draft and file a consumer complaint-1581491712.pdf","A","2020-02-12 00:00:00",NULL
"303","26","How to draft and file a written statement-1581491741.pdf","A","2020-02-12 00:00:00",NULL
"304","26","Sample Exercise - How to draft a Notice, Complaint and a Written Statement in a Consumer Matter-1581491755.pdf","A","2020-02-12 00:00:00",NULL
"305","26","Template - Consumer Complaint-1581491779.pdf","A","2020-02-12 00:00:00",NULL
"306","26","Template - Legal Notice-1581491809.pdf","A","2020-02-12 00:00:00",NULL
"307","26","Template - Written Statement-1581491833.pdf","A","2020-02-12 00:00:00",NULL
"345","75","Basic guidelines for drafting-1586505751.pdf","A","2020-04-10 00:00:00",NULL
"346","75","Conditions Precedent, Conditions Subsequent and Completion-1586506885.pdf","A","2020-04-10 00:00:00",NULL
"361","75","Financing Documents-1586596952.pdf","A","2020-04-11 00:00:00",NULL
"362","75","Template - Term Loan Agreement-1586597223.pdf","A","2020-04-11 00:00:00",NULL
"363","75","Sample Exercises on Draft a Syndicate Loan Agreement-1586597431.pdf","A","2020-04-11 00:00:00",NULL
"384","14","Appeal for revival and restoration of companies-1586882178.pdf","A","2020-04-14 00:00:00",NULL
"385","14","Appeals under Section 58 and application under Section 59-1586882204.pdf","A","2020-04-14 00:00:00",NULL
"386","14","How to draft a petition for approval of scheme of arrangement and allied matters-1586882271.pdf","A","2020-04-14 00:00:00",NULL
"387","14","How to draft a petition for oppression and mismanagement-1586882300.pdf","A","2020-04-14 00:00:00",NULL
"388","14","How to obtain dispensation from conducting of meetings of members and creditors-1586882336.pdf","A","2020-04-14 00:00:00",NULL
"389","14","Template - Asset Purchase Agreement-1586882368.pdf","A","2020-04-14 00:00:00",NULL
"390","14","Template - Scheme of Amalgamation-1586882389.pdf","A","2020-04-14 00:00:00",NULL
"391","14","Sample Exercises on Draft an application on behalf of a financial creditor to initiate insolvency of a company-1586882416.pdf","A","2020-04-14 00:00:00",NULL
"392","14","Sample Exercises on Identifying avoidable transactions and its consequences-1586882436.pdf","A","2020-04-14 00:00:00",NULL
"418","3","Compounding of offences-1587048635.pdf","A","2020-04-16 00:00:00",NULL
"419","3","Examination of an expert witness-1587048655.pdf","A","2020-04-16 00:00:00",NULL
"420","3","Plea Bargaining and Settlement Procedures-1587048681.pdf","A","2020-04-16 00:00:00",NULL
"421","3","Procedure for filing a revision-1587048703.pdf","A","2020-04-16 00:00:00",NULL
"422","3","Stages of Trial-1587048735.pdf","A","2020-04-16 00:00:00",NULL
"423","3","Template - Draft Criminal Complaint - For the Police Station-1587048754.pdf","A","2020-04-16 00:00:00",NULL
"424","3","138 complaint-1587048768.pdf","A","2020-04-16 00:00:00",NULL
"425","3","Sample Exercises on Create a litigation strategy for a high net-worth individual whose relative died due to medical negligence-1587048791.pdf","A","2020-04-16 00:00:00",NULL
"426","3","Sample Exercises on Draft a revision application to Sessions Court-1587048823.pdf","A","2020-04-16 00:00:00",NULL
"434","11","Commercial use of Indian National Flag and National Emblems in Media and Branding Activities-1587121375.pdf","A","2020-04-17 00:00:00",NULL
"435","11","Legal issues around sting operations-1587121408.pdf","A","2020-04-17 00:00:00",NULL
"436","11","Line Production Agreement-1587121408.pdf","A","2020-04-17 00:00:00",NULL
"437","11","Music Production Agreement-1587121441.pdf","A","2020-04-17 00:00:00",NULL
"438","11","Synchronization License Agreement-1587121441.pdf","A","2020-04-17 00:00:00",NULL
"439","11","Template - Celebrity Endorsement Agreement (India)-1587121476.pdf","A","2020-04-17 00:00:00",NULL
"440","11","Template - Synchronization license-1587121476.pdf","A","2020-04-17 00:00:00",NULL
"441","11","Sample Exercises on buying back licensedassigned rights-1587121503.pdf","A","2020-04-17 00:00:00",NULL
"442","11","Sample Exercises on Showrunner Agreements-1587121503.pdf","A","2020-04-17 00:00:00",NULL
"443","18","Template - Reply to Show Cause Notice (Front Running Matter)-1587123758.pdf","A","2020-04-17 00:00:00",NULL
"444","74","Boilerplate clauses in IT Contracts-1587124354.pdf","A","2020-04-17 00:00:00",NULL
"445","74","Confidentiality in technology-related contracts-1587124399.pdf","A","2020-04-17 00:00:00",NULL
"446","74","How to deal with takedown notices-1587124440.pdf","A","2020-04-17 00:00:00",NULL
"447","74","How to raise contractual claims-1587124440.pdf","A","2020-04-17 00:00:00",NULL
"448","74","How to use online apps such as Docusign to execute documents-1587124440.pdf","A","2020-04-17 00:00:00",NULL
"449","74","Sample - Terms and Conditions of Sale-1587124480.pdf","A","2020-04-17 00:00:00",NULL
"450","74","Template - Technology Transfer and License Agreement-1587124480.pdf","A","2020-04-17 00:00:00",NULL
"451","74","Sample Exercises on Software Development and Technolog Transfer Assignment Agreement-1587124596.pdf","A","2020-04-17 00:00:00",NULL
"452","74","Sample Exercises on Third Party API & Cancellation, Return and Refund Policy of an E-Commerce Platform-1587124596.pdf","A","2020-04-17 00:00:00",NULL
"453","18","How to prepare an initial due diligence checklist for an IPO-1587128351.pdf","A","2020-04-17 00:00:00",NULL
"454","18","How to file an appeal against the order of the Securities Appellate Tribunal-1587128351.pdf","A","2020-04-17 00:00:00",NULL
"455","18","Changes in board and committee composition on transition-1587128351.pdf","A","2020-04-17 00:00:00",NULL
"456","18","Template - SAT Appeal-1587130480.pdf","A","2020-04-17 00:00:00",NULL
"457","18","Sample Exercises on drafting insider trading policy-1587130480.pdf","A","2020-04-17 00:00:00",NULL
"459","18","Credit Rating and IPO Grading-1587130480.pdf","A","2020-04-17 00:00:00",NULL
"460","18","How to draft code of fair disclosures and code of conduct-1587130480.pdf","A","2020-04-17 00:00:00",NULL
"461","20","Power and Hierarchy of Labour Courts_compressed-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"462","20","Disciplinary Proceedings - misconduct, punishment and termination without inquiry-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"463","20","Employment agreements-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"464","20","Checklist of Compliance-Related Actions Under POSH Act-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"465","20","Template - Appeal challenging the Order passed by Controlling Authority-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"466","20","Template - Generic, Anti-sexual harassment policy-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"467","20","How to handle labour violence and unrest-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"468","20","Sample Exercises on Draft a Whistleblower Policy-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"470","20","Sample Exercise on Code on Wages, 2019 and Code on Wages (Central) Rules, 2019-1587130791.pdf","A","2020-04-17 00:00:00",NULL
"471","16","Creating Incentives for Employees Through Stock Options and Sweat Equity Schemes_compressed-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"472","16","Template - Petition for Oppression and Mismanagement_compressed-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"474","16","Appeals under Section 58 and application under Section 59-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"476","16","Template - Managing Director Appointment Agreement-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"477","16","How to close down a company-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"478","16","Five must-have systems around corporate governance in litigation-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"479","16","How to draft a petition for approval of scheme of arrangement and allied matters-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"480","16","Sample Exercises on Board and Committee Composition and Meetings-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"481","16","Sample Exercises on Draft Clauses of an ESOP Scheme-1587131319.pdf","A","2020-04-17 00:00:00",NULL
"506","18","Sample Exercises on Drafting Clauses of an ESOP Scheme-1587194445.pdf","A","2020-04-18 00:00:00",NULL
"507","7","Angel Tax (Tax on Investments in Startups)-1587202305.pdf","A","2020-04-18 00:00:00",NULL
"508","7","How is cognizance of offences dealt with in other economic statutes-1587202305.pdf","A","2020-04-18 00:00:00",NULL
"510","7","Overview of Offences Under GST statutes-1587202305.pdf","A","2020-04-18 00:00:00",NULL
"511","7","How to deal with search, seizure, confiscation and summons under GST-1587202426.pdf","A","2020-04-18 00:00:00",NULL
"512","7","Sample Exercises on GST Registration and Compliances-1587202470.pdf","A","2020-04-18 00:00:00",NULL
"513","7","Sample Exercises on International Taxation and DTAAs-1587202470.pdf","A","2020-04-18 00:00:00",NULL
"514","7","Template - Debit - Credit Note-1587202470.pdf","A","2020-04-18 00:00:00",NULL
"515","5","Confidentiality in technology-related contracts-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"516","5","Drone Rules, 2018-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"517","5","GDPR A Comprehensive Guide to Ensure Compliance-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"518","5","How to structure a gaming business in India-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"519","5","Litigation under Section 25 of the Payment and Settlement Systems Act, 2007-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"520","5","Sample Exercise on legal actions and strategy against online defamation-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"521","5","Sample Exercises on Drafting GDPR Compliant Cookie Policies-1587204544.pdf","A","2020-04-18 00:00:00",NULL
"522","5","Template - Domain Name Transfer-Assignment-Settlement Agreement-1587206298.pdf","A","2020-04-18 00:00:00",NULL
"523","72","Appeals before NCLAT-1587213653.pdf","A","2020-04-18 00:00:00",NULL
"524","72","Appreciable adverse effect on competition-1587213653.pdf","A","2020-04-18 00:00:00",NULL
"526","72","Leniency Regime-1587213653.pdf","A","2020-04-18 00:00:00",NULL
"527","72","Phase I and Phase II of merger control regime-1587213653.pdf","A","2020-04-18 00:00:00",NULL
"529","72","Tie In Agreements-1587213653.pdf","A","2020-04-18 00:00:00",NULL
"530","72","Template - Counter Affidavit filed in NCLAT-1587213695.pdf","A","2020-04-18 00:00:00",NULL
"531","72","Template - Interim Relief Application-1587213695.pdf","A","2020-04-18 00:00:00",NULL
"532","72","Sample Exercise on vetting a License Agreement-1587213718.pdf","A","2020-04-18 00:00:00",NULL
"533","72","Sample Exercises on Target Exemption Test and Parties Test in Merger Control-1587213718.pdf","A","2020-04-18 00:00:00",NULL
"534","76","Advanced Guidelines for Contract Drafting and Contract Review-1587216863.pdf","A","2020-04-18 00:00:00",NULL
"535","76","Criminal Appeals, Revision and Miscellaneous Applications-1587216863.pdf","A","2020-04-18 00:00:00",NULL
"536","76","How to draft Non-Disclosure Agreements-1587216863.pdf","A","2020-04-18 00:00:00",NULL
"537","76","Pointers for drafting a legal notice and responding to them-1587216863.pdf","A","2020-04-18 00:00:00",NULL
"538","76","Simple 5 step guide on how to write effective and popular legal articles-1587216863.pdf","A","2020-04-18 00:00:00",NULL
"539","76","Template - Written Statement with Set Off-1587217074.pdf","A","2020-04-18 00:00:00",NULL
"540","76","Template - Draft Criminal Complaint - For the Police Station-1587217102.pdf","A","2020-04-18 00:00:00",NULL
"553","23","How to Deal With Misconduct Fines and Other Disciplinary Consequences Under Standing Orders Act-1587454835.pdf","A","2020-04-21 00:00:00",NULL
"554","23","How to identify 'workman' for the purpose of the Industrial Disputes Act, 1947-1587454835.pdf","A","2020-04-21 00:00:00",NULL
"555","23","How to respond to government notices and orders-1587455041.pdf","A","2020-04-21 00:00:00",NULL
"556","23","Inquiry, Investigation and Decision Making Powers of ICC-1587455041.pdf","A","2020-04-21 00:00:00",NULL
"557","23","Power and Hierarchy of Labour Courts-1587455099.pdf","A","2020-04-21 00:00:00",NULL
"558","23","Sample Data Security Policy-1587455139.pdf","A","2020-04-21 00:00:00",NULL
"559","23","Template Appeal challenging the Order passed by Controlling Authority-1587455139.pdf","A","2020-04-21 00:00:00",NULL
"560","23","Sample Exercises on Create a process for inspection preparedness for your factory-office-1587455171.pdf","A","2020-04-21 00:00:00",NULL
"561","13","Does an arbitration clause override the Micro and Small Facilitation Council’s jurisdiction-1587569207.pdf","A","2020-04-22 00:00:00",NULL
"562","13","How to Draft an Effective Arbitration Clause-1587569207.pdf","A","2020-04-22 00:00:00",NULL
"563","13","Scope of Court Intervention During Arbitration Proceedings-1587569207.pdf","A","2020-04-22 00:00:00",NULL
"564","13","Template - Appeal us 37 against interim measure or award-1587569343.pdf","A","2020-04-22 00:00:00",NULL
"565","13","Template - Application for Interim Measures us 9-1587569343.pdf","A","2020-04-22 00:00:00",NULL
"566","13","Sample Exercises on Draft a Statement of Claims and Statement of Defense-1587569558.pdf","A","2020-04-22 00:00:00",NULL
"567","13","Sample Exercises on Draft questions for Cross-Examination and Prepare Final Arguments for an Arbitration-1587569558.pdf","A","2020-04-22 00:00:00",NULL
"568","13","How to Draft Section 17 Applications-1588141189.pdf","A","2020-04-29 00:00:00",NULL
"569","7","Arms Length Price and Methods of Calculation-1588146374.pdf","A","2020-04-29 00:00:00",NULL
"570","12","Hourly Billing versus Fixed Cost - What is Better for a Lawyer-1588162528.pdf","A","2020-04-29 00:00:00",NULL
"571","12","How can a lawyer use social media and digital presence to build reputation in India-1588162528.pdf","A","2020-04-29 00:00:00",NULL
"572","12","How to Deal with an Unhappy Client-1588162582.pdf","A","2020-04-29 00:00:00",NULL
"573","12","How to Identify Practice Areas that are Best-suited for you-1588162582.pdf","A","2020-04-29 00:00:00",NULL
"574","12","Top 5 things you can do to expand your law practice-1588162660.pdf","A","2020-04-29 00:00:00",NULL
"575","12","Why is Online Presence Important for Lawyers and Law Firms - What Kind of Online Presence Should You Build-1588162660.pdf","A","2020-04-29 00:00:00",NULL
"576","12","Sample Exercise on Legal Practice Development and Management-1588162740.pdf","A","2020-04-29 00:00:00",NULL
"577","12","Sample Exercise on Meaningful Networking and How to Obtain Speaking Slots at Events-1588162740.pdf","A","2020-04-29 00:00:00",NULL
"578","10","How to choose between winding up and liquidation-1588241976.pdf","A","2020-04-30 00:00:00",NULL
"579","10","Initiation of insolvency proceedings by homebuyers-1588241976.pdf","A","2020-04-30 00:00:00",NULL
"580","10","Is there a code of conduct applicable to Insolvency Professionals-1588242133.pdf","A","2020-04-30 00:00:00",NULL
"581","10","Strategic insights with respect to insolvency proceedings against personal guarantor-1588242133.pdf","A","2020-04-30 00:00:00",NULL
"582","10","Template - Application by financial creditor to initiate corporate IRP-1588242188.pdf","A","2020-04-30 00:00:00",NULL
"583","10","Template - Application for initiation of CIRP under Section 9-1588242188.pdf","A","2020-04-30 00:00:00",NULL
"584","10","Sample Exercises on Draft an application on behalf of a financial creditor to initiate insolvency of a company-1588242432.pdf","A","2020-04-30 00:00:00",NULL
"585","10","Sample Exercises on Identifying Avoidable Transactions and its Consequences-1588242432.pdf","A","2020-04-30 00:00:00",NULL
"586","76","Sample Exercises on How to draft a reply to notice-1588255274.pdf","A","2020-04-30 00:00:00",NULL
"587","76","Sample Exercises on Drafting an MOU-1588255870.pdf","A","2020-04-30 00:00:00",NULL
"588","62","Cloud computing and the law-1588668813.pdf","A","2020-05-05 00:00:00",NULL
"589","62","Governing Law, Jurisdiction, Dispute Resolution and Arbitration-1588668813.pdf","A","2020-05-05 00:00:00",NULL
"590","62","How to negotiate commercial leases-1588668933.pdf","A","2020-05-05 00:00:00",NULL
"591","62","Legal requirements for validity and enforcement-1588668933.pdf","A","2020-05-05 00:00:00",NULL
"592","62","Shareholders Agreements-1588669016.pdf","A","2020-05-05 00:00:00",NULL
"593","62","Template - TradeMark Assignment Agreement-1588669062.pdf","A","2020-05-05 00:00:00",NULL
"594","62","Sample Exercise on Drafting a Loan Agreement-1588669115.pdf","A","2020-05-05 00:00:00",NULL
"615","91","Introduction to Parts of a Contract-1594286944.pdf","A","2020-07-09 00:00:00",NULL
"616","91","Roadmap for learning contract drafting skills-1594286962.pdf","A","2020-07-09 00:00:00",NULL
"617","91","The Definitive Contract Checklist-1594286978.pdf","A","2020-07-09 00:00:00",NULL
"618","91","Template - Memorandum Of Understanding (MOU)-1594286998.pdf","A","2020-07-09 00:00:00",NULL
"619","91","Sample Exercises on Drafting a Memorandum of Understanding-1594287054.pdf","A","2020-07-09 00:00:00",NULL
"620","92","Concept of appreciable adverse effect on competition in combinations-1594398473.pdf","A","2020-07-10 00:00:00",NULL
"621","92","FDI in single brand, multi-brand retail and e-commerce-1594398487.pdf","A","2020-07-10 00:00:00",NULL
"622","92","Financing Documents-1594398500.pdf","A","2020-07-10 00:00:00",NULL
"623","92","How to draft a business transfer agreement-1594398516.pdf","A","2020-07-10 00:00:00",NULL
"624","92","Steps in due diligence for Merger and Acquisition transaction-1594398531.pdf","A","2020-07-10 00:00:00",NULL
