"id","course_id","course_program_name","program_overview_order","program_overview_selected","selected_ids","status","createdOn","updatedOn"
"11","124","Program Overview","null","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Offline basecamps for networking"",""allowed"":1}]}","""1""","P","2021-02-10 12:09:58","2021-04-02 14:04:05"
"12","2","Program Overview","""""","{""program_overview"":[{""refId"":97,""icon"":""live-drafting-classes-of-relevant-contracts-1622262044.svg"",""txt"":""Live drafting sessions for contract drafting and drafting of petitions."",""allowed"":1},{""refId"":199,""icon"":""training-3-1636549914.svg"",""txt"":""This course is for those who want to learn how to draft, negotiate and review high value commercial contracts independently."",""allowed"":1},{""refId"":200,""icon"":""testing-1636549990.svg"",""txt"":""Whether you are a beginner, intermediate or already have some expertise & experience in contract drafting but want to acquire mastery, we will take care of your learning needs. For absolute beginners we have special classes to bring them up to the mark."",""allowed"":1},{""refId"":201,""icon"":""study-1636550051.svg"",""txt"":""We do not teach case laws and sections of contract act or other statutes in this course beyond passing references where you need to know. Focus is on practical skills so you can do real legal work that is done in law firms, lawyer\u2019s chambers and legal departments in MNCs. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":202,""icon"":""contract-1636550131.png"",""txt"":""In 50 weeks, master 100 most important and frequently used commercial contracts and other related drafting (see below for a comprehensive list of contracts being taught in this course)."",""allowed"":1},{""refId"":203,""icon"":""businessandfinance-1-1636550167.svg"",""txt"":""The focus here is on practicing contract drafting in different situations, and getting corrections so you can systematically & drastically improve. We have seen that our students learn in 50 weeks what those working for top law firms take 3 years or more to learn."",""allowed"":1},{""refId"":204,""icon"":""compliant-1636550206.svg"",""txt"":""Never struggle with drafting or negotiating any contracts ever again, learn to draft comprehensive contracts from scratch or by using templates."",""allowed"":1},{""refId"":205,""icon"":""copy-1636550244.svg"",""txt"":""Attend two live sessions a week for one year, and work on real life realistic assignments that develop your legal brain and insights."",""allowed"":1},{""refId"":207,""icon"":""feedback-1-1636550332.png"",""txt"":""Get one-on-one feedback on contracts you draft and negotiation strategies you prepare. Also you get to learn the underlying commercial aspects of various types of contracts so that you can guide your clients effectively."",""allowed"":1},{""refId"":208,""icon"":""idea-1-1636550391.svg"",""txt"":""Also get trained on disputes involving and arising out of different commercial contracts."",""allowed"":1},{""refId"":209,""icon"":""idea-5-1636550426.svg"",""txt"":""Get internships, freelance work and jobs based on your outstanding contract drafting skills."",""allowed"":1},{""refId"":211,""icon"":""people-1-1636550592.svg"",""txt"":""Lawyers who are struggling to earn well or get a well-paid job, this course can really help you. Learning commercial contract drafting can rapidly change your earning potential."",""allowed"":1},{""refId"":226,""icon"":""presentation-1-1637042635.png"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":231,""icon"":""value-1637043513.png"",""txt"":""Get access to 200+ high quality templates that you can actually use to work with clients."",""allowed"":1}]}","""97,199,200,201,202,203,204,205,207,208,209,211,226,231""","A","2021-03-08 13:51:23","2023-10-09 19:10:13"
"13","95","Program Overview","null","{""program_overview"":[{""refId"":42,""icon"":""learn-how-to-conduct-disciplinary-proceedings-1615186170.svg"",""txt"":""Learn how to conduct disciplinary proceedings, including appreciation of evidence and drafting various kinds of notices and orders"",""allowed"":1},{""refId"":43,""icon"":""learn-how-to-draft-various-kinds-1615183944.svg"",""txt"":""Learn how to draft various kinds of organizational policies, employment and consultancy contracts, manpower supply contracts, etc."",""allowed"":1},{""refId"":44,""icon"":""learn-how-to-check-contractor-1615183989.svg"",""txt"":""Learn how to check contractor compliance and shield your organization from defaults by contractors"",""allowed"":1},{""refId"":45,""icon"":""learn-how-to-respond-to-notices-by-1615184031.svg"",""txt"":""Learn how to respond to notices by various statutory authorities - labour commissioners, ESI and PF authorities, etc. and what to do if proceedings are initiated before labour commissioners or labour courts"",""allowed"":1},{""refId"":46,""icon"":""simulation-case-studies-on-compliance-1615184068.svg"",""txt"":""Prepare foolproof documentary trails to defend the organization effectively in the event of legal proceedings"",""allowed"":1},{""refId"":47,""icon"":""develop-competence-on-industrial-1615184099.svg"",""txt"":""Develop competence in industrial relations and disputes, dealing with trade unions, handling conciliations, bipartite and tripartite settlements, etc."",""allowed"":1},{""refId"":48,""icon"":""simulation-case-studies-on-compliance-1615184117.svg"",""txt"":""Simulation case studies on compliance requirements under the Payment of Gratuity Act, Employees State Insurance Act, Contract Labour Act, Shops and Establishments Act"",""allowed"":1},{""refId"":49,""icon"":""not-only-the-concepts-related-to-sebi-1615186291.svg"",""txt"":""Learn how to draft briefing notes on critical labour issues for management and external lawyers"",""allowed"":1},{""refId"":50,""icon"":""perform-practical-exercises-on-1615184166.svg"",""txt"":""Perform practical exercises on termination of employment, maternity benefits, POSH Act, CSR work, ESOP plan etc."",""allowed"":1},{""refId"":51,""icon"":""learn-grammar-from-the-basic-to-1615184207.svg"",""txt"":""Master the new Labour Codes and ongoing developments"",""allowed"":1},{""refId"":67,""icon"":""focus-on-practical-daytoday-1615186048.svg"",""txt"":""Focus on practical day-to-day tasks of HR managers and compliance challenges under various legislations"",""allowed"":1},{""refId"":68,""icon"":""identify-steps-to-take-in-respect-1615198626.svg"",""txt"":""Identify steps to take in respect of various kinds of misdemeanours or lack of performance by employees"",""allowed"":1}]}","""42,43,44,45,46,47,48,49,50,51,67,68""","A","2021-03-08 15:52:47","2021-03-22 19:03:26"
"14","78","Program Overview","null","{""program_overview"":[{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""Build your competence in English to work with high-profile companies, foreign clients, perform High Court and Supreme Court work"",""allowed"":1},{""refId"":54,""icon"":""enhance-your-english-vocabulary-1615184596.svg"",""txt"":""Enhance your English vocabulary for effective communication in High Courts and Supreme Court"",""allowed"":1},{""refId"":55,""icon"":""learn-how-to-write-articles-like-a-pro-1615184808.svg"",""txt"":""Learn how to write articles like a pro in legally correct English, step by step"",""allowed"":1},{""refId"":56,""icon"":""focus-in-live-classes-on-how-company-1615184837.svg"",""txt"":""Intensive live online classroom training three times per week with trainer facilitation"",""allowed"":1},{""refId"":58,""icon"":""develop-strong-listening-and-conversational-1615184904.svg"",""txt"":""Develop strong listening and conversational skills to improve effectiveness in court, court craft, client calls, meetings, and negotiation situations too."",""allowed"":1},{""refId"":59,""icon"":""practice-oratory-skills-in-class-to-perform-1615199312.svg"",""txt"":""Practice oratory skills in class to perform better in court, build your video channel, give speeches at events"",""allowed"":1},{""refId"":60,""icon"":""focus-on-building-your-online-profile-1615184962.svg"",""txt"":""Focus on building your online profile, credibility and track record as a legal expert while performing these exercises"",""allowed"":1},{""refId"":69,""icon"":""learn-grammar-from-the-basic-to-1615199148.svg"",""txt"":""Learn grammar from the basic to advanced level - never fear being ridiculed or embarrassed by senior lawyers or judges"",""allowed"":1},{""refId"":70,""icon"":""develop-competence-on-industrial-1615199266.svg"",""txt"":""Practice comprehension based on dense texts from jurisprudence, philosophy, legal scholars and long judgments - learn how to detect and frame unique and powerful arguments"",""allowed"":1}]}","""52,54,55,56,58,59,60,69,70""","A","2021-03-08 16:00:50","2021-03-18 14:03:44"
"15","16","Program Overview","null","{""program_overview"":[{""refId"":61,""icon"":""focus-in-live-classes-on-how-company-1615199684.svg"",""txt"":""Focus in live classes on how company law is implemented and on strategising various transactions from a company law perspective as well as drafting, for example, planning of group structures and inter-company transactions;"",""allowed"":1},{""refId"":62,""icon"":""guidance-on-a-lot-of-best-practices-1615185941.svg"",""txt"":""Guidance on a lot of best practices and implementation of corporate governance in startup, unlisted and listed companies;"",""allowed"":1},{""refId"":63,""icon"":""coverage-of-both-legal-as-well-as-1615185959.svg"",""txt"":""Coverage of both legal as well as compliance aspects in company law with the help of screen share demonstration and screenshot guides;"",""allowed"":1},{""refId"":64,""icon"":""significant-number-of-downloadable-1615185977.svg"",""txt"":""A significant number of downloadable templates and checklists;"",""allowed"":1},{""refId"":65,""icon"":""company-law-litigation-are-also--1615185998.svg"",""txt"":""Company law litigation are also covered to the extent of matters before the National Company law tribunal, including amalgamation and mergers as well as oppression and mismanagement;"",""allowed"":1},{""refId"":66,""icon"":""not-only-the-concepts-related-to-sebi-1615186016.svg"",""txt"":""Not only the concepts related to SEBI regulations, but also drafting and litigation parts related to proceedings before SEBI are covered."",""allowed"":1}]}","""61,62,63,64,65,66""","A","2021-03-08 16:08:08","2021-03-24 12:03:37"
"16","4","Program Overview","null","{""program_overview"":[{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Additional readings on the latest developments in the market and concepts being discussed."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":28,""icon"":""live-drafting-classes-of-relevant-contracts-1615180104.svg"",""txt"":""Live drafting classes of relevant contracts such as joint development agreement, leave and license,  commercial leases, settlement deed, channel partner agreements etc."",""allowed"":1},{""refId"":29,""icon"":""reviewing-contracts-and-title-documents-from-perspectives-1615181198.svg"",""txt"":""Reviewing contracts and title documents from perspectives of various stakeholders involved such as builders land owners and landlords, home buyers, real estate agents, investors including individual investors and institutional investors like NBFCs, banks etc., NRIs, cooperative housing societies (CHS), members of CHS, legal heirs involved in succession disputes etc.; and understanding the key negotiation points."",""allowed"":1},{""refId"":30,""icon"":""hardcopystudymaterial-1614939811.svg"",""txt"":""Simulation case studies around advising the builders, developers, promoters on various aspects like land acquisition, financing of the real estate project, RERA compliances, taxation involved in various transactions etc."",""allowed"":1},{""refId"":31,""icon"":""development-of-key-practical-skills-like-1615181250.svg"",""txt"":""Development of key practical skills like drafting notices, legal opinions, title verification reports, consumer complaints, NCLT application, complaint before RERA authorities, settlement between builders and buyers, landlords and tenants, and among joint family members etc."",""allowed"":1},{""refId"":32,""icon"":""complete-coverage-of-different-concepts-and-laws-related-to-1615181272.svg"",""txt"":""Complete coverage of different concepts and laws related to real estate and property related litigation, application of RERA, consumer and commercial laws, Insolvency and Bankruptcy Code, 2016, compliance regulations for the builders, land acquisition, relevant RBI & FEMA regulations, GST etc."",""allowed"":1},{""refId"":33,""icon"":""exercises-on-current-events-affecting-the-real-1615181310.svg"",""txt"":""Exercises on current events affecting the real estate market such as COVID induced lock down, stimulation packages by the government, and the introduction of online processes in the government channels and the changing landscape of liabilities and compliances etc."",""allowed"":1}]}","""4,6,28,29,30,31,32,33""","A","2021-03-08 16:18:39","2021-03-30 12:03:39"
"17","125","Program Overview",NULL,NULL,NULL,"A","2021-03-19 14:10:50",NULL
"18","126","Program Overview","null","{""program_overview"":[{""refId"":147,""icon"":""live-drafting-classes-of-relevant-contracts-1622273975.svg"",""txt"":""Live online sessions by experienced practitioners in the relevant field"",""allowed"":1},{""refId"":148,""icon"":""360-degree-exposure-to-different-areas-1622273998.svg"",""txt"":""Simulation exercises on transactions that a paralegal would be dealing with on a day to day basis"",""allowed"":1},{""refId"":149,""icon"":""modeling-1622274035.svg"",""txt"":""Mentorship by IP paralegals towards building online presence as a US and UK paralegal through various freelancing platforms as well as through sources such as Linked In, Facebook, etc."",""allowed"":1},{""refId"":150,""icon"":""onlineclass-2-1622274201.svg"",""txt"":""Live drafting classes for various documents such as office action responses, oppositions, complaints, petitions, and contracts etc. for monetization of trademarks."",""allowed"":1},{""refId"":151,""icon"":""meeting-1-1622274225.svg"",""txt"":""Additional readings on developments in the relevant laws as well as on concepts discussed during sessions."",""allowed"":1}]}","""147,148,149,150,151""","A","2021-04-07 18:59:27","2021-05-29 13:05:38"
"19","127","Program Overview",NULL,NULL,NULL,"A","2021-04-08 16:21:27",NULL
"20","128","Program Overview",NULL,NULL,NULL,"A","2021-04-09 10:44:27",NULL
"21","129","Program Overview",NULL,NULL,NULL,"A","2021-04-10 11:36:22",NULL
"22","130","Program Overview","null","{""program_overview"":[{""refId"":131,""icon"":""complete-coverage-of-different-concepts-1622267920.svg"",""txt"":""Anecdotal discussions with Advocates-on-Record currently practicing in the Supreme Court."",""allowed"":1},{""refId"":135,""icon"":""discussion-on-stamp-duty-1622270463.svg"",""txt"":""60+ mock tests covering all the four papers of Advocate on Record Examination"",""allowed"":1},{""refId"":136,""icon"":""3-live-sessions-a-week-1622270489.svg"",""txt"":""60-90 live classes of 1.5 hours each."",""allowed"":1},{""refId"":137,""icon"":""mock-negotiations-between-1622270515.svg"",""txt"":""Learn from top rankers who have not only cleared the examination but aced it in immediate preceding years."",""allowed"":1},{""refId"":138,""icon"":""mock-negotiations-between-parties-1622270535.svg"",""txt"":""Free access to the crash course conducted before the examination"",""allowed"":1},{""refId"":140,""icon"":""simulation-exercises-on-different-aspects-of-the-mechanism-of-recovery-of-debts-under-ibc-1622270934.svg"",""txt"":""Systematic preparation for the AOR examination."",""allowed"":1},{""refId"":141,""icon"":""inline-evaluations-of-the-submitted-assignments-1622271872.svg"",""txt"":""Detailed answer writing practice, mocks and in-line corrections, zoom and phone call sessions to clear doubts."",""allowed"":1},{""refId"":142,""icon"":""school-1622271904.svg"",""txt"":""250-300+ hours of training to clear advocate on record examination."",""allowed"":1}]}","""131,135,136,137,138,140,141,142""","A","2021-04-11 14:41:47","2021-06-01 13:06:43"
"23","131","Program Overview","""""","{""program_overview"":[{""refId"":148,""icon"":""360-degree-exposure-to-different-areas-1622273998.svg"",""txt"":""Simulation exercises on transactions that a paralegal would be dealing with on a day to day basis"",""allowed"":1},{""refId"":149,""icon"":""modeling-1622274035.svg"",""txt"":""Mentorship by paralegals towards building online presence as a US and UK paralegal through various freelancing platforms as well as through sources such as LinkedIn, Facebook, etc."",""allowed"":1},{""refId"":151,""icon"":""meeting-1-1622274225.svg"",""txt"":""Additional readings on developments in the relevant laws as well as on concepts discussed during sessions."",""allowed"":1},{""refId"":152,""icon"":""onlineclass-2-1622277091.svg"",""txt"":""Live online sessions by experienced practitioners in the United States."",""allowed"":1},{""refId"":153,""icon"":""live-drafting-classes-of-relevant-contracts-1622277181.svg"",""txt"":""Live drafting classes for various documents including IP Agreements, MOUs, Privacy Policy, Stock Purchase, Supplier and other loan agreements."",""allowed"":1},{""refId"":154,""icon"":""meeting-1-1622277223.svg"",""txt"":""Anecdotal discussions regarding enforceability of different agreements"",""allowed"":1}]}","""148,149,151,152,153,154""","A","2021-04-16 21:51:38","2023-06-27 14:06:29"
"24","132","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""This course allows you to understand International Legal Framework. You will be introduced to the legal principles and regulations governing international contracts, including international trade laws, international conventions, and treaties."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""This course will also help you examine the principles of jurisdiction and choice of law in international contracts, including the application of conflict of laws rules and the significance of international arbitration."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""By the end of the course, you will be proficient in useful techniques for drafting clear, concise, and enforceable international contracts, including the effective use of defined terms, precise language, and avoiding ambiguous or conflicting provisions."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Regardless of your level of expertise and experience, this course will help you explore the basic elements of a contract in an international setting. Identifying and analysing essential contract clauses in international agreements."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""One of the unique features of this course is that it recognizes and addresses communication styles, and business practices that may impact contract negotiations and drafting when dealing with international parties."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""This course offers you knowledge of risk management and contractual protections such as understanding risk allocation, liability limitations, indemnification clauses, insurance provisions, and other mechanisms to mitigate potential risks in international transactions."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2021-04-17 15:17:04","2023-08-21 23:08:37"
"25","133","Program Overview",NULL,NULL,NULL,"A","2021-04-24 19:47:13",NULL
"26","134","Program Overview",NULL,NULL,NULL,"A","2021-04-26 12:45:28",NULL
"27","135","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Acquire hands-on skills in areas like privacy by design, crafting privacy policies, conducting audits, and establishing global privacy programs. These practical skills are essential for success in this domain."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""Developed in collaboration with the Swiss School of Management and LawSikho, this program combines academic excellence with practical legal expertise. This program provides a thorough understanding of data protection and privacy management, covering a wide range of topics crucial for businesses in the information age."",""allowed"":1},{""refId"":47,""icon"":""develop-competence-on-industrial-1615184099.svg"",""txt"":""Learn how to mitigate risks associated with data breaches, cyber threats, and privacy violations, which can have severe financial and reputational consequences for businesses, governments, and individuals. Gain insights from real-world examples of data breaches affecting major organizations like Microsoft, Twitter, and Zoom. Understand the impact of such incidents and how to prevent them."",""allowed"":1},{""refId"":54,""icon"":""enhance-your-english-vocabulary-1615184596.svg"",""txt"":""Explore a wide range of job opportunities in data protection and privacy management, both domestically and internationally. Salaries in this field can be highly competitive, with the potential for additional compensation in the form of equity."",""allowed"":1},{""refId"":68,""icon"":""identify-steps-to-take-in-respect-1615198626.svg"",""txt"":""Discover a new and dynamic career path as a data protection and privacy management professional. From in-house counsels to external consultants, there is a high demand for experts in this field."",""allowed"":1},{""refId"":90,""icon"":""additional-readings-on-the-latest-developments-1622260724.svg"",""txt"":""Stay up-to-date with global data protection laws, including GDPR and other country-specific regulations. Understand how privacy is now considered a fundamental human right in most countries."",""allowed"":1}]}","""6,8,47,54,68,90""","A","2021-05-19 16:21:49","2023-10-06 16:10:40"
"28","136","Program Overview",NULL,NULL,NULL,"A","2021-05-26 17:08:24",NULL
"29","137","Program Overview",NULL,NULL,NULL,"A","2021-05-27 19:46:59",NULL
"30","10","Program Overview","null","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":72,""icon"":""live-drafting-classes-of-key-agreements-1622205817.svg"",""txt"":""Live drafting on drafting of applications to be filed before the NCLT and assignments on the same."",""allowed"":1},{""refId"":73,""icon"":""brainstorming-on-various-strategies-1622205843.svg"",""txt"":""Brainstorming on various strategies for defences against insolvency or bankruptcy petitions."",""allowed"":1},{""refId"":74,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622206659.svg"",""txt"":""Complete and step by step coverage of Corporate Insolvency Resolution & Liquidation process, and Bankruptcy proceedings."",""allowed"":1},{""refId"":75,""icon"":""additional-readings-on-the-latest-1622206686.svg"",""txt"":""Additional readings on the latest developments in the market and concepts, amendments, case laws and ongoing controversies."",""allowed"":1},{""refId"":76,""icon"":""simulation-exercises-on-different-aspects-of-the-mechanism-of-recovery-of-debts-under-ibc-1622206978.svg"",""txt"":""Simulation exercises on different aspects of the mechanism of recovery of debts under IBC"",""allowed"":1}]}","""6,72,73,74,75,76""","A","2021-05-28 18:34:40","2021-05-28 18:05:36"
"31","14","Program Overview","null","{""program_overview"":[{""refId"":79,""icon"":""anecdotal-discussions-by-our-industrial-1622207489.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience of practising at the NCLT."",""allowed"":1},{""refId"":82,""icon"":""inline-evaluations-of-the-submitted-assignments-1622207555.svg"",""txt"":""Inline evaluations of the submitted assignments and personalised feedback."",""allowed"":1},{""refId"":83,""icon"":""different-aspects-of-litigation-before-the-1622207678.svg"",""txt"":""Different aspects of litigation before the NCLT & NCLAT in a step by step manner."",""allowed"":1},{""refId"":84,""icon"":""complete-coverage-of-different-concepts-1622207700.svg"",""txt"":""Complete coverage of different concepts and laws where NCLT is an adjudicating authority viz the Companies Act 2013 and Insolvency & Bankruptcy Code 2016."",""allowed"":1},{""refId"":85,""icon"":""simulation-case-studies-around-advising-1622207836.svg"",""txt"":""Simulation exercises on transactions such as merger and acquisition, schemes of arrangement approved by the NCLT under IBC, liquidation and winding up process of the companies etc."",""allowed"":1},{""refId"":86,""icon"":""live-drafting-classes-of-relevant-contracts-1622207871.svg"",""txt"":""Live drafting of applications filed before NCLT and drafting assignments."",""allowed"":1}]}","""79,82,83,84,85,86""","A","2021-05-28 18:46:51","2021-05-28 18:05:37"
"32","92","Program Overview","null","{""program_overview"":[{""refId"":93,""icon"":""360-degree-exposure-to-different-areas-1622261280.svg"",""txt"":""360 degree exposure to different areas of the corporate law practice."",""allowed"":1},{""refId"":96,""icon"":""-1622262022.svg"",""txt"":""Simulation exercises covering transactions such as preparing term sheets and scheme of amalgamation, drafting commercial contracts, NCLT petitions etc."",""allowed"":1},{""refId"":98,""icon"":""complete-overview-of-rbi-regulation-of-the-fintech-1622262275.svg"",""txt"":""In depth discussion on  transactions like Mergers and Acquisitions, Contract Drafting And others under the Companies Act and IBC."",""allowed"":1},{""refId"":99,""icon"":""live-drafting-classes-and-assignments-1622262364.svg"",""txt"":""Live drafting sessions for contract drafting and drafting of petitions."",""allowed"":1}]}","""93,96,98,99""","A","2021-05-29 09:52:16","2021-05-29 09:05:26"
"33","3","Program Overview","null","{""program_overview"":[{""refId"":100,""icon"":""complete-coverage-of-different-concepts-1622262980.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in handling criminal cases."",""allowed"":1},{""refId"":101,""icon"":""anecdotal-discussions-by-our-industrial-1622263010.svg"",""txt"":""Development of in depth understanding of different stages of a criminal trial."",""allowed"":1},{""refId"":102,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622263065.svg"",""txt"":""Complete coverage of laws including CrPC and other special statutes."",""allowed"":1},{""refId"":104,""icon"":""exercises-on-current-transactions-1622263163.svg"",""txt"":""Simulation exercises based on recent developments and actual case laws."",""allowed"":1},{""refId"":105,""icon"":""live-drafting-classes-of-key-agreements-1622263288.svg"",""txt"":""Live drafting of various documents like various applications, complaints, SLPs, Notices etc."",""allowed"":1},{""refId"":106,""icon"":""-cyber-laws-1622263638.svg"",""txt"":""Additional readings and discussions on amendments to laws and recent judgments."",""allowed"":1}]}","""100,101,102,104,105,106""","A","2021-05-29 10:10:45","2021-05-29 10:05:10"
"34","105","Program Overview","null","{""program_overview"":[{""refId"":107,""icon"":""exercises-on-industry-specific-work-such-as-global-1622264462.svg"",""txt"":""Complete coverage of various concepts and laws related to International Commercial Arbitrations."",""allowed"":1},{""refId"":108,""icon"":""anecdotal-discussions-by-our-industrial-1622264489.svg"",""txt"":""Developing skills required for mediating disputes when representing a client."",""allowed"":1},{""refId"":109,""icon"":""live-drafting-classes-and-assignments-1622264515.svg"",""txt"":""Live drafting sessions of important documents like arbitration clauses in an international agreement, statement of claims and statement of defense etc."",""allowed"":1},{""refId"":110,""icon"":""complete-coverage-of-different-concepts-1622264549.svg"",""txt"":""Detailed study on the rules of international arbitral institutions like ICC, LCIA AND SIAC for arbitration proceedings."",""allowed"":1},{""refId"":111,""icon"":""additional-readings-on-the-latest-1622264575.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar proceedings."",""allowed"":1},{""refId"":112,""icon"":""message-1-1622264780.svg"",""txt"":""Additional readings on the latest developments and concepts being discussed."",""allowed"":1},{""refId"":113,""icon"":""survey-1622264866.svg"",""txt"":""Simulation exercises based upon actual cases and recent developments."",""allowed"":1}]}","""107,108,109,110,111,112,113""","A","2021-05-29 10:40:11",NULL
"35","17","Program Overview","""""","{""program_overview"":[{""refId"":102,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622263065.svg"",""txt"":""Complete coverage of laws including CPC and other special statutes."",""allowed"":1},{""refId"":104,""icon"":""exercises-on-current-transactions-1622263163.svg"",""txt"":""Simulation exercises based on recent developments and actual case laws."",""allowed"":1},{""refId"":106,""icon"":""-cyber-laws-1622263638.svg"",""txt"":""Additional readings and discussions on amendments to laws and recent judgments."",""allowed"":1},{""refId"":114,""icon"":""meeting-1-1622265730.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in handling civil cases."",""allowed"":1},{""refId"":115,""icon"":""project-1-1622265750.svg"",""txt"":""Development of in depth understanding of different stages of a civil suit."",""allowed"":1},{""refId"":116,""icon"":""survey-1622265846.svg"",""txt"":""Live drafting of various documents like various legal notices, plaints written statements, various applications etc."",""allowed"":1}]}","""102,104,106,114,115,116""","A","2021-05-29 10:56:07","2023-10-30 20:10:00"
"36","72","Program Overview","null","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":117,""icon"":""school-1622266190.svg"",""txt"":""Simulation case studies on preparing legal advisories, drafting information, Reply to DG reports, drafting a FORM I etc."",""allowed"":1},{""refId"":118,""icon"":""project-1-1622266219.svg"",""txt"":""Exercises on the practical aspects such as identification of relevant markets, responding to Competition Commission, drafting and filing of application, strategizing defence etc."",""allowed"":1},{""refId"":119,""icon"":""live-drafting-classes-of-key-agreements-1622266268.svg"",""txt"":""Live drafting sessions for replies, applications, appeals etc."",""allowed"":1},{""refId"":120,""icon"":""simulation-exercises-on-different-aspects-of-the-mechanism-of-recovery-of-debts-under-ibc-1622266293.svg"",""txt"":""Additional readings and discussions on the latest trend in antitrust regime across jurisdictions"",""allowed"":1}]}","""6,117,118,119,120""","A","2021-05-29 11:04:15","2021-05-29 11:05:07"
"37","22","Program Overview","null","{""program_overview"":[{""refId"":122,""icon"":""meeting-1-1622267007.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions and complex concepts."",""allowed"":1},{""refId"":123,""icon"":""complete-coverage-of-different-concepts-1622267059.svg"",""txt"":""Additional readings on the latest developments in the market and new developments in the various practice areas of law."",""allowed"":1},{""refId"":124,""icon"":""simulation-case-studies-on-preparing-1622267107.svg"",""txt"":""Simulation exercises on entering into new markets, taxation and doing business."",""allowed"":1},{""refId"":125,""icon"":""exercises-on-current-transactions-1622267133.svg"",""txt"":""Case studies on drafting arbitration notices, executing electronic contracts, filing patent applications, etc."",""allowed"":1},{""refId"":126,""icon"":""360-degree-exposure-to-different-areas-1622267174.svg"",""txt"":""Handholding in creating freelancing platform and priority assistance in getting international freelancing work."",""allowed"":1}]}","""122,123,124,125,126""","A","2021-05-29 11:17:57","2021-07-22 17:07:51"
"38","120","Program Overview","null","{""program_overview"":[{""refId"":127,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622267733.svg"",""txt"":""Complete coverage of the step-by-step process of drafting, procedure  and strategy and other skills required for the Supreme Court law practice."",""allowed"":1},{""refId"":128,""icon"":""live-drafting-classes-of-relevant-contracts-1622267758.svg"",""txt"":""90-120 live classes of 1.5 hours each"",""allowed"":1},{""refId"":130,""icon"":""onlineclass-2-1622267863.svg"",""txt"":""Learn from active practitioners in the field."",""allowed"":1},{""refId"":131,""icon"":""complete-coverage-of-different-concepts-1622267920.svg"",""txt"":""Anecdotal discussions with Advocates-on-Record currently practicing in the Supreme Court."",""allowed"":1},{""refId"":132,""icon"":""exercises-on-current-transactions-1622267946.svg"",""txt"":""Special exercises focussing upon drafting and pleading before the Supreme Court, including role-play simulations for briefing and the argument stage- SCR."",""allowed"":1},{""refId"":133,""icon"":""development-of-key-practical-skills-1622268169.svg"",""txt"":""Additional readings on the recent amendments and leading cases."",""allowed"":1}]}","""127,128,130,131,132,133""","A","2021-05-29 11:31:00","2021-05-29 12:05:42"
